reactants	products	reaction_type	set
CC(C)(C)OC(=O)N1CCC(CNC(=O)CN)CC1.O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2)cc1	CC(C)(C)OC(=O)N1CCC(CNC(=O)CNC(=O)c2ccc(S(=O)(=O)Nc3ccccc3-c3ccccc3)cc2)CC1	<RX_2>	train
CON(C)C(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CCO1.Fc1cc(OCc2ccccc2)c(F)cc1Br	CC(C)(C)OC(=O)N1CCO[C@H](C(=O)c2cc(F)c(OCc3ccccc3)cc2F)C1	<RX_3>	train
C1COCCN1.CC(C)(C)OC(=O)N1CC2(CCS(=O)(=O)CC2)c2ccc(Br)cc21	CC(C)(C)OC(=O)N1CC2(CCS(=O)(=O)CC2)c2ccc(N3CCOCC3)cc21	<RX_1>	train
Brc1cccnc1.C=CCC(CCCC#N)CCC(=O)OCC	CCOC(=O)CCC(CC=Cc1cccnc1)CCCC#N	<RX_3>	train
CC(C)(C)OC(=O)NC1(C(=O)O)CCN(C(=O)OCc2ccccc2)CC1.CC(C)c1ccc(N)cc1	CC(C)c1ccc(NC(=O)C2(NC(=O)OC(C)(C)C)CCN(C(=O)OCc3ccccc3)CC2)cc1	<RX_2>	valid
CC(C)(C=O)c1ccc(Cl)cc1.CCOC(=O)CP(=O)(OCC)OCC	CCOC(=O)C=CC(C)(C)c1ccc(Cl)cc1	<RX_3>	train
COC(=O)CCc1ccccc1OCCCc1oc(-n2ccnc2C)nc1-c1ccc(Cl)cc1	Cc1nccn1-c1nc(-c2ccc(Cl)cc2)c(CCCOc2ccccc2CCCO)o1	<RX_7>	train
CC(C)N1CCC(O)CC1.CCOC(=O)c1cc2cc(O)c(C)cc2[nH]1	CCOC(=O)c1cc2cc(OC3CCN(C(C)C)CC3)c(C)cc2[nH]1	<RX_1>	train
CC(=O)CP1(=O)OCCCO1.O=Cc1cccc([N+](=O)[O-])c1	CC(=O)C(=Cc1cccc([N+](=O)[O-])c1)P1(=O)OCCCO1	<RX_3>	train
CN(C)c1cccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1[N+](=O)[O-].O=CCCn1cnc(-c2ccccc2)c1	CN(C)c1cccc(C=CCCn2cnc(-c3ccccc3)c2)c1[N+](=O)[O-]	<RX_3>	train
CCCC[C@]1(CC)CSc2cc(OC)ccc2C(c2ccccc2)=N1	CCCC[C@]1(CC)CSc2cc(OC)ccc2[C@@H](c2ccccc2)N1	<RX_7>	train
CCN(c1nc(C)cc(C(=O)N2CCC3(CC2)OCCO3)n1)c1ccc(C(C)C)cc1Br	CCN(c1nc(C)cc(C(=O)N2CCC(=O)CC2)n1)c1ccc(C(C)C)cc1Br	<RX_6>	train
Nc1ncc(Br)cc1C(=O)c1cccc(N2CCCNCC2)n1.O=C(O)CC(F)(F)F	Nc1ncc(Br)cc1C(=O)c1cccc(N2CCCN(C(=O)CC(F)(F)F)CC2)n1	<RX_2>	train
CC[O-].CSc1ccccc1Cl	CCOc1ccccc1SC	<RX_1>	train
O=C1Cc2cc(F)ccc2N1.O=Cc1ccc(COCC(=O)O)[se]1	O=C(O)COCc1ccc(/C=C2\C(=O)Nc3ccc(F)cc32)[se]1	<RX_3>	train
O=Cc1cc(Br)ccc1F	OCc1cc(Br)ccc1F	<RX_7>	train
Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(Br)cc3c21.OB(O)c1cncnc1	Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(-c4cncnc4)cc3c21	<RX_3>	valid
BrCc1ccccc1.CCOC(=O)c1cccc(O)c1	CCOC(=O)c1cccc(OCc2ccccc2)c1	<RX_1>	train
CCOC(=O)c1nc(-c2ccc(C)cc2)oc1C	Cc1ccc(-c2nc(CO)c(C)o2)cc1	<RX_7>	valid
Nc1ncnc2[nH]nc(I)c12.O=c1oc(CBr)c(-c2ccccc2)c2ccccc12	Nc1ncnc2c1c(I)nn2Cc1oc(=O)c2ccccc2c1-c1ccccc1	<RX_1>	train
CC(C)(C)[O-].COc1cccc(C(=O)c2c(CCN(C)C)sc3ccccc23)n1	C=C(c1cccc(OC)n1)c1c(CCN(C)C)sc2ccccc12	<RX_3>	train
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(Cl)c2Cl)n[nH]1.[NH4+]	CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(N)c2Cl)n[nH]1	<RX_9>	train
N#Cc1ccc(-c2ccc(OC(F)(F)F)c(CN[C@H]3CCNC[C@H]3c3ccccc3)c2)c(F)c1.O=C(O)CN1C(=O)COC1=O	N#Cc1ccc(-c2ccc(OC(F)(F)F)c(CN[C@H]3CCN(C(=O)CN4C(=O)COC4=O)C[C@H]3c3ccccc3)c2)c(F)c1	<RX_2>	train
CC(C)(C)OC(=O)N[C@H]1CN(C(=O)OCc2ccccc2)CC[C@H]1O	CC(C)(C)OC(=O)N[C@H]1CNCC[C@H]1O	<RX_6>	train
CCc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1N(C)c1cc2c(cn1)ncn2C	CCc1cc(C2CCNCC2)ccc1N(C)c1cc2c(cn1)ncn2C	<RX_6>	train
CC(C)N.CCOC(=O)CCl	CCOC(=O)CNC(C)C	<RX_1>	train
CN(Cc1ccc(CC(=O)O)cc1)CC(O)C(O)C(O)C(O)CO.NCc1ccc(C2C(CCC(O)c3ccc(F)cc3)C(=O)N2c2ccc(F)cc2)cc1	CN(Cc1ccc(CC(=O)NCc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)cc1)CC(O)C(O)C(O)C(O)CO	<RX_2>	train
ClCCOc1ccccc1.O=C1CCNCC1	O=C1CCN(CCOc2ccccc2)CC1	<RX_1>	train
CC(=O)Cl.O=C([C@@H]1C[C@H](Oc2ccc(F)cc2)CN1)N1CCCN(C2CCC2)CC1	CC(=O)N1C[C@@H](Oc2ccc(F)cc2)C[C@H]1C(=O)N1CCCN(C2CCC2)CC1	<RX_2>	train
CC1(C)OB(c2cncc(OC(CF)CF)c2)OC1(C)C.Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(Br)cc3c21	Cc1nn(C)cc1-n1c(=O)n(C)c2cnc3ccc(-c4cncc(OC(CF)CF)c4)cc3c21	<RX_3>	train
CN1CCN(CCCN)CC1.Clc1nccc(-c2cc3cccc(Cl)c3s2)n1	CN1CCN(CCCNc2nccc(-c3cc4cccc(Cl)c4s3)n2)CC1	<RX_1>	train
Cc1c(C(=O)Cl)cnn1-c1ccc(Cl)cc1.Nc1ccc(N2CCC(N3CCOCC3)CC2)c(C(F)(F)F)c1	Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C(F)(F)F)c2)cnn1-c1ccc(Cl)cc1	<RX_2>	train
Cc1nc2cc(OCc3ccccc3)c(OCc3ccccc3)cc2nc1C(=O)OCc1ccccc1	Cc1nc2cc(OCc3ccccc3)c(OCc3ccccc3)cc2nc1C(=O)O	<RX_6>	test
CC(C)(C)OC(=O)NCCCn1c(N)c(C(N)=O)c(=O)c2cnc(Nc3ccc(N4CCOCC4)cc3)nc21	NCCCn1c(N)c(C(N)=O)c(=O)c2cnc(Nc3ccc(N4CCOCC4)cc3)nc21	<RX_6>	train
CC1(C)CC(=O)c2cc(Br)ccc2C1.CS(C)=O	C=C1CC(C)(C)Cc2ccc(Br)cc21	<RX_3>	train
CI.O=c1cncc(CCN2CCC(COc3ccccc3F)CC2)[nH]1	Cn1c(CCN2CCC(COc3ccccc3F)CC2)cncc1=O	<RX_1>	train
O=C(CCl)N1CCCc2ccccc21.O=[N+]([O-])c1ccc2sc(S)nc2c1	O=C(CSc1nc2cc([N+](=O)[O-])ccc2s1)N1CCCc2ccccc21	<RX_1>	train
COC(=O)c1cnc(CCOC2CCCCO2)cn1	O=C(O)c1cnc(CCOC2CCCCO2)cn1	<RX_6>	train
CC(C)CO.COC(=O)c1ccc([C@H](C)NC(=O)c2cc(Cl)ccc2O)cc1	COC(=O)c1ccc([C@H](C)NC(=O)c2cc(Cl)ccc2OCC(C)C)cc1	<RX_1>	train
Fc1ccc(N=C=S)cc1.Nc1cc(Oc2ccc(Cl)cc2Cl)c(O)cc1Cl	Oc1cc(Cl)c(NC(=S)Nc2ccc(F)cc2)cc1Oc1ccc(Cl)cc1Cl	<RX_2>	train
NC[C@@H]1C[C@H](S)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1.NS(=O)(=O)Cl	NS(=O)(=O)NC[C@@H]1C[C@H](S)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1	<RX_2>	valid
COC(=O)c1ccc(CC2CCN(CCCN(C(=O)C3CCN(C(C)=O)CC3)c3ccc(Cl)c(Cl)c3)CC2)cc1	CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(=O)O)cc3)CC2)c2ccc(Cl)c(Cl)c2)CC1	<RX_6>	valid
CNCC(O)c1cccc(NC(C)=O)c1.Cc1c(CCl)sc2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cn(C)c12	CC(=O)Nc1cccc(C(O)CN(C)Cc2sc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn(C)c3c2C)c1	<RX_1>	valid
CCNS(=O)(=O)c1ccc(I)cc1.COc1ccc(CS)cc1	CCNS(=O)(=O)c1ccc(SCc2ccc(OC)cc2)cc1	<RX_1>	test
COC(=O)c1cc2c(Oc3ccc(Cl)c([N+](=O)[O-])c3)ccnc2cc1OC	COc1cc2nccc(Oc3ccc(Cl)c([N+](=O)[O-])c3)c2cc1C(=O)O	<RX_6>	train
CCOc1cc(CN2CCC(N)CC2)ccc1Cl.Cc1ccc(C(=O)Cl)cc1	CCOc1cc(CN2CCC(NC(=O)c3ccc(C)cc3)CC2)ccc1Cl	<RX_2>	train
CC(C)(C)OC(=O)NCCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21	NCCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21	<RX_6>	train
CN(C)C(=O)N1Cc2ccc(Cl)nc2O[C@H](c2ccccc2)C1.COc1cc(N)ccc1-n1cnc(C)c1	COc1cc(Nc2ccc3c(n2)O[C@H](c2ccccc2)CN(C(=O)N(C)C)C3)ccc1-n1cnc(C)c1	<RX_1>	train
CCOC(=O)/C=C/CCCO[Si](C)(C)C(C)(C)C	CC(C)(C)[Si](C)(C)OCCC/C=C/C(=O)O	<RX_6>	train
N#CC1Nc2ccccc2N2CCc3cccc1c32	NCC1Nc2ccccc2N2CCc3cccc1c32	<RX_7>	train
COc1cccc(N(C)C(=O)c2ccc(Br)s2)c1.OB(O)c1cccc(F)c1	COc1cccc(N(C)C(=O)c2ccc(-c3cccc(F)c3)s2)c1	<RX_3>	train
CC(C)(C)OC(=O)N[C@H](c1ccc(C(F)(F)F)cc1)[C@@H](O)CO[Si](C)(C)C(C)(C)C.CS(=O)(=O)Cl	CC(C)(C)OC(=O)N[C@H](c1ccc(C(F)(F)F)cc1)[C@H](CO[Si](C)(C)C(C)(C)C)OS(C)(=O)=O	<RX_2>	test
CCOC(=O)Cn1c2ccccc2c2nnc(SC(CC)C(=O)N3c4ccccc4Sc4ccccc43)nc21	CCC(Sc1nnc2c3ccccc3n(CC(=O)O)c2n1)C(=O)N1c2ccccc2Sc2ccccc21	<RX_6>	train
CCOC(=O)N=S(=O)(CC)c1ccc(N)cc1.C[C@@H](O)[C@@H](C)Oc1nc(Cl)ncc1Br	CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(O[C@H](C)[C@@H](C)O)n2)cc1	<RX_1>	test
COC[C@H](N)c1ncc(F)cc1F.Cn1cnc(Nc2nc(Cl)nc(Cl)n2)c1	COC[C@H](Nc1nc(Cl)nc(Nc2cn(C)cn2)n1)c1ncc(F)cc1F	<RX_1>	train
C#CC1(O)CCCC1.COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Br)c21	COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(C#CC3(O)CCCC3)c21	<RX_3>	train
COC(=O)c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1	OCc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1	<RX_7>	train
O=Cc1cc(Br)c(-c2ccccc2F)o1.Sc1ccccc1	O=Cc1cc(Sc2ccccc2)c(-c2ccccc2F)o1	<RX_1>	train
Cc1nc(Cl)c([N+](=O)[O-])c(NCCO)c1C.Oc1ccccc1	Cc1nc(Oc2ccccc2)c([N+](=O)[O-])c(NCCO)c1C	<RX_1>	train
O=C(OCc1ccccc1)[C@@H]1CCCN1.O=S(=O)(Cl)c1ccc(F)cc1	O=C(OCc1ccccc1)[C@@H]1CCCN1S(=O)(=O)c1ccc(F)cc1	<RX_2>	train
ClCC1CN(Cc2ccccc2)CCO1.O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC2(CC1)OCc1ccccc12	O=C(c1cn(CC2CN(Cc3ccccc3)CCO2)c2cc(Cl)ccc12)N1CCC2(CC1)OCc1ccccc12	<RX_1>	train
Nc1ccc2[nH]ncc2c1.O=C(O)c1c(F)ccc([N+](=O)[O-])c1F	O=C(O)c1c(F)ccc([N+](=O)[O-])c1Nc1ccc2[nH]ncc2c1	<RX_1>	test
COc1ccc(F)cc1C=O.Nc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1	COc1ccc(F)cc1CNc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1	<RX_1>	train
COc1cc(Cl)ccc1[N+](=O)[O-].Sc1ccccc1	COc1cc(Sc2ccccc2)ccc1[N+](=O)[O-]	<RX_1>	train
COC(=O)CBr.C[C@H](N)c1ccccc1	COC(=O)CN[C@@H](C)c1ccccc1	<RX_1>	train
Cc1ccc(O)cn1.N#Cc1cc(C=O)ccc1F	Cc1ccc(Oc2ccc(C=O)cc2C#N)cn1	<RX_1>	train
CCOC(=O)C1=C(c2ccnn2C(C)C)COCC1	CC(C)n1nccc1C1=C(CO)CCOC1	<RX_7>	train
COc1cc(Br)ccc1O.OB(O)c1ccccc1	COc1cc(Br)ccc1Oc1ccccc1	<RX_1>	train
COc1ccc2c(c1OC)C(C)(C)N1CCc3cc4c(cc3C1=C2)OCO4	COc1ccc2c(c1OC)C(C)(C)N1CCc3cc4c(cc3C1C2)OCO4	<RX_7>	valid
Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(CCN4CCOCC4)c3)n2)c1.O=C(Cl)c1ccccc1F	O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(CCN4CCOCC4)c3)n2)c1)c1ccccc1F	<RX_2>	train
COc1ccc(CC[C@@]2(C)C(=O)N(C(=O)N[C@H](C)c3ccccc3)[C@@H]2C(=O)OCc2ccccc2)cc1	COc1ccc(CC[C@@]2(C)C(=O)N(C(=O)N[C@H](C)c3ccccc3)[C@@H]2C(=O)O)cc1	<RX_6>	train
CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)[C@@H](CCCC(=O)O)C1	CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)[C@@H](CCCCO)C1	<RX_7>	valid
OCC#Cc1ccc2c(cnn2C2CCCCO2)c1	O=CC#Cc1ccc2c(cnn2C2CCCCO2)c1	<RX_8>	train
COc1ccc(C(NC2=N[C@](C)(c3cc(Br)ccc3F)C(F)(F)C(C)(C)O2)(c2ccccc2)c2ccc(OC)cc2)cc1.OB(O)c1cc(Cl)cc(Cl)c1	COc1ccc(C(NC2=N[C@](C)(c3cc(-c4cc(Cl)cc(Cl)c4)ccc3F)C(F)(F)C(C)(C)O2)(c2ccccc2)c2ccc(OC)cc2)cc1	<RX_3>	train
CC(O)Cn1c(COCc2ccccc2)nc(C(C)C)c1Sc1cc(Cl)cc(Cl)c1	CC(O)Cn1c(CO)nc(C(C)C)c1Sc1cc(Cl)cc(Cl)c1	<RX_6>	test
CN(C)C=O.c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1	O=Cc1ccc(N(c2ccccc2)c2ccccc2)c2ccccc12	<RX_3>	valid
CC(C)(C)OC(=O)NC1=N[C@](C)(c2cc(N)ccc2F)Cn2c1nc(Cl)c2C#N.N#Cc1ccc(C(=O)O)nc1	CC(C)(C)OC(=O)NC1=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2c1nc(Cl)c2C#N	<RX_2>	test
CN1CCN(c2nc3cc(Cl)ccc3nc2Cl)CC1	CN1CCN(c2nc3ccc(Cl)cc3nc2Cl)CC1	<RX_1>	train
CC(C)c1cc(O)nc(-c2cc(Cl)cc(Cl)c2)n1.Fc1ccc(CBr)cc1	CC(C)c1cc(OCc2ccc(F)cc2)nc(-c2cc(Cl)cc(Cl)c2)n1	<RX_1>	train
CCCC[Sn](/C=C\OCC)(CCCC)CCCC.Clc1ncc(Br)cn1	CCO/C=C\c1cnc(Cl)nc1	<RX_3>	train
O=C1NCCCn2c1cc1cc(F)cc(Br)c12.OB(O)c1ccncc1	O=C1NCCCn2c1cc1cc(F)cc(-c3ccncc3)c12	<RX_3>	train
CC(C)(C)OC(=O)NC1CCNCC1.Cc1cc(NC(=O)NCCCl)c2ccccc2n1	Cc1cc(NC(=O)NCCN2CCC(NC(=O)OC(C)(C)C)CC2)c2ccccc2n1	<RX_1>	train
C#CC(F)(F)F.CN(c1ccc(C(=O)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1	CN(c1ccc(C(O)(C#CC(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1	<RX_3>	train
CCOC(=O)[C@H]1CC[C@@H](c2ccc(F)c(F)c2)N1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1[C@H](CO)CC[C@@H]1c1ccc(F)c(F)c1	<RX_7>	train
CNCCc1ccccn1.Cc1nc(-c2cncc(I)n2)sc1C(=O)NCc1ccc(F)cc1	Cc1nc(-c2cncc(N(C)CCc3ccccn3)n2)sc1C(=O)NCc1ccc(F)cc1	<RX_1>	test
Clc1nccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12.NN	NNc1nccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12	<RX_9>	train
CC1(C)CNc2cc(N3CCOCC3)cnc21.Cc1c(N2CCOC(C)(C)C2)nc2cc(F)cc(F)c2c1Cl	Cc1c(N2CCOC(C)(C)C2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21	<RX_1>	train
C#C[Si](C)(C)C.CC(C)(C)OC(=O)N1CC2CC=C(OS(=O)(=O)C(F)(F)F)C1C2	CC(C)(C)OC(=O)N1CC2CC=C(C#C[Si](C)(C)C)C1C2	<RX_3>	train
O=[N+]([O-])c1ccn(CCO)n1	Nc1ccn(CCO)n1	<RX_7>	train
CC1(C)OC[C@@H](Cn2ccc(N)n2)O1.O=C(O)C(CC1(F)CCCC1)N1CC(Oc2c(F)cccc2F)=CC1=O	CC1(C)OC[C@@H](Cn2ccc(NC(=O)C(CC3(F)CCCC3)N3CC(Oc4c(F)cccc4F)=CC3=O)n2)O1	<RX_2>	train
NCCCBr.O=Cc1ccc2c(c1)OCO2	BrCCCNCc1ccc2c(c1)OCO2	<RX_1>	train
C1CNCCN1.CC1(C)c2cc(OS(=O)(=O)C(F)(F)F)ccc2C(=O)c2c1[nH]c1nc(C#N)ccc21	CC1(C)c2cc(N3CCNCC3)ccc2C(=O)c2c1[nH]c1nc(C#N)ccc21	<RX_1>	train
CI.O=C1Nc2ccccc2C2(CCN(C3CCCCCC3)CC2)O1	CN1C(=O)OC2(CCN(C3CCCCCC3)CC2)c2ccccc21	<RX_1>	valid
COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C.NCC(O)CN1CCNCC1	COc1cc(C(=O)NCC(O)CN2CCNCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	<RX_2>	train
CC1(C)CCC=C1c1cnc(N2CCOCC2)cc1N	CC1(C)CCCC1c1cnc(N2CCOCC2)cc1N	<RX_7>	train
C=O.CCc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O	CCc1cc(Cl)c2c(c1)[C@H]1CN(C)C[C@@H]1NC2=O	<RX_1>	valid
CC1CC(N)CC1c1cnc2cnc3c(ccn3COCC[Si](C)(C)C)n12.O=S(=O)(Cl)C1CC1	CC1CC(NS(=O)(=O)C2CC2)CC1c1cnc2cnc3c(ccn3COCC[Si](C)(C)C)n12	<RX_2>	valid
CN1CCC(Oc2ccc(-c3n[nH]c4ccc(N)cc34)cc2)CC1.Cc1cc(C)c(N=C=O)c(Cl)c1	O=C(O)C(F)(F)F	<RX_2>	train
Cn1nnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2Br)n1.[C-]#N	Cn1nnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2C#N)n1	<RX_9>	train
CCOC(=O)C(C)(C)c1ccc(-c2ccc(OCC3(C)COC3)cc2)cc1	CC1(COc2ccc(-c3ccc(C(C)(C)C(=O)O)cc3)cc2)COC1	<RX_6>	train
CCOC(=O)CN1CCN(C2CCN(C(=O)[C@@H](Cc3cc(C)c(O)c(C)c3)OC(=O)N3CCC(n4nc(-c5ccccc5)[nH]c4=O)CC3)CC2)CC1	Cc1cc(C[C@@H](OC(=O)N2CCC(n3nc(-c4ccccc4)[nH]c3=O)CC2)C(=O)N2CCC(N3CCN(CC(=O)O)CC3)CC2)cc(C)c1O	<RX_6>	train
BrC(Br)(Br)Br.OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCBr	<RX_9>	train
C[O-].N#Cc1nc(F)cnc1F	COc1ncc(F)nc1C#N	<RX_1>	train
Nc1cc(Br)ccc1[N+](=O)[O-].OB(O)c1cccs1	Nc1cc(-c2cccs2)ccc1[N+](=O)[O-]	<RX_3>	valid
CCC(=O)N(c1ccccc1)C1CCN(CCNc2c(C)cccc2C)CC1.CCCC(=O)Cl	CCCC(=O)N(CCN1CCC(N(C(=O)CC)c2ccccc2)CC1)c1c(C)cccc1C	<RX_2>	train
CI.C[C@@H]1[C@H](N2CCNC2=O)CCCN1C(=O)OCc1ccccc1	C[C@@H]1[C@H](N2CCN(C)C2=O)CCCN1C(=O)OCc1ccccc1	<RX_1>	train
CC(=O)c1cccc(CO[Si](C)(C)C(C)(C)C)n1	CC(=O)c1cccc(CO)n1	<RX_6>	train
C1CCNCC1.CN(C(=O)Oc1ccc(NC(=O)c2ccc(CCl)cc2)cc1)c1ccccc1	CN(C(=O)Oc1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1)c1ccccc1	<RX_1>	train
CC(C)CS(=O)(=O)NCc1nc(NCC(c2ccccc2)c2ccccc2)c2ncn(C3CCCCO3)c2n1	CC(C)CS(=O)(=O)NCc1nc(NCC(c2ccccc2)c2ccccc2)c2nc[nH]c2n1	<RX_6>	train
CC(=O)N1CC2CCC(C1)N2.ClCc1coc2cc(Oc3nc4ncccc4s3)ccc12	CC(=O)N1CC2CCC(C1)N2Cc1coc2cc(Oc3nc4ncccc4s3)ccc12	<RX_1>	valid
O=C(Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)B(O)OC3)c(CCF)c1)C(F)(F)F	Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)B(O)OC3)c(CCF)c1	<RX_6>	train
BrCc1ccsn1.NCCN	NCCNCc1ccsn1	<RX_1>	train
Clc1ncnc2cc[nH]c12.O=C([O-])[O-]	Cn1ccc2ncnc(Cl)c21	<RX_1>	train
CCCCCCCC(=O)Br.CN(CC(=O)O)C(=N)N	CCCCCCCC(=O)NC(=N)N(C)CC(=O)O	<RX_2>	train
CC1CCNCC1.O=C(O)c1cc2cc(C(=O)N3CCN(C4CCCC4)CC3)ccc2[nH]1	CC1CCN(C(=O)c2cc3cc(C(=O)N4CCN(C5CCCC5)CC4)ccc3[nH]2)CC1	<RX_2>	valid
CC(C)C(=O)Cl.Oc1cc(O)cc(O)c1	CC(C)C(=O)c1c(O)cc(O)cc1O	<RX_3>	train
CC(C)(C)OC(=O)N1CCC(n2ncc3c(Cl)ncnc32)CC1.Oc1ccc(OC(F)(F)F)cc1	CC(C)(C)OC(=O)N1CCC(n2ncc3c(Oc4ccc(OC(F)(F)F)cc4)ncnc32)CC1	<RX_1>	train
COc1cc(C(C)=O)ccc1OCCCCl.OC(c1ccccc1)(c1ccc(F)cc1)C1CCNCC1	COc1cc(C(C)=O)ccc1OCCCN1CCC(C(O)(c2ccccc2)c2ccc(F)cc2)CC1	<RX_1>	train
CCCN1C(=O)S/C(=C\c2ccc(OCC)cc2)C1=O.ClCc1cccnc1	CCOc1ccc(/C=C2\SC(=O)N(Cc3cccnc3)C2=O)cc1	<RX_1>	train
Cc1ccc(B(O)O)cc1.O=C(c1ccc2[nH]c(C(=O)N3CCS(=O)(=O)CC3)cc2c1)N1CCN(C2CCCC2)CC1	Cc1ccc(-n2c(C(=O)N3CCS(=O)(=O)CC3)cc3cc(C(=O)N4CCN(C5CCCC5)CC4)ccc32)cc1	<RX_1>	train
CC(C)S(=O)(=O)NCC(C)(O)c1ccc(N)cc1.O=C(Cl)c1ccccc1	CC(C)S(=O)(=O)NCC(C)(O)c1ccc(NC(=O)c2ccccc2)cc1	<RX_2>	train
COC(=O)C(N)C(=O)OC.O=C(Cl)c1ccccn1	COC(=O)C(NC(=O)c1ccccn1)C(=O)OC	<RX_2>	train
COC(=O)C=Cc1ccc(-c2ccc(F)cc2)nc1	OCC=Cc1ccc(-c2ccc(F)cc2)nc1	<RX_7>	train
COc1cc([N+](=O)[O-])c(C#N)cc1OCc1ccccc1	COc1cc(N)c(C#N)cc1OCc1ccccc1	<RX_7>	train
O=C(C1=Cc2cccc(OC[C@@H](O)CN3CCC(c4ccc5ccccc5c4)CC3)c2OC1)N1CCOCC1	O[C@H](COc1cccc2c1OCC(CN1CCOCC1)=C2)CN1CCC(c2ccc3ccccc3c2)CC1	<RX_7>	train
CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1.NN1CCCCC1	CCCCc1c(C(=O)NN2CCCCC2)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1	<RX_2>	train
Nc1ccc(N2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)nc1.O=C(O)c1nc(-c2ccccc2)oc1C(F)(F)F	O=C(Nc1ccc(N2CCC(O)(c3cccc(C(F)(F)F)c3)CC2)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F	<RX_2>	train
Cc1nc(CCl)cs1.NC12CC3CC(CC(C3)C1)C2	Cc1nc(CNC23CC4CC(CC(C4)C2)C3)cs1	<RX_1>	train
CCOC(=O)C(C)(C)Oc1ccc(CN(Cc2ccccc2OC)c2cc(-c3ccc(C(F)(F)F)cc3)nn2C)cc1C	COc1ccccc1CN(Cc1ccc(OC(C)(C)C(=O)O)c(C)c1)c1cc(-c2ccc(C(F)(F)F)cc2)nn1C	<RX_6>	train
